,field_hru,field_id,month
0,46347.0,3400,1
0,46347.0,3400,2
0,46347.0,3400,3
0,46347.0,3400,4
0,46347.0,3400,5
0,46347.0,3400,6
0,46347.0,3400,7
0,46347.0,3400,8
0,46347.0,3400,9
0,46347.0,3400,10
0,46347.0,3400,11
0,46347.0,3400,12
0,46347.0,3401,1
0,46347.0,3401,2
0,46347.0,3401,3
0,46347.0,3401,4
0,46347.0,3401,5
0,46347.0,3401,6
0,46347.0,3401,7
0,46347.0,3401,8
0,46347.0,3401,9
0,46347.0,3401,10
0,46347.0,3401,11
0,46347.0,3401,12
0,46347.0,3400,1
0,46347.0,3400,2
0,46347.0,3400,3
0,46347.0,3400,4
0,46347.0,3400,5
0,46347.0,3400,6
0,46347.0,3400,7
0,46347.0,3400,8
0,46347.0,3400,9
0,46347.0,3400,10
0,46347.0,3400,11
0,46347.0,3400,12
0,46599.0,3401,1
0,46599.0,3401,2
0,46599.0,3401,3
0,46599.0,3401,4
0,46599.0,3401,5
0,46599.0,3401,6
0,46599.0,3401,7
0,46599.0,3401,8
0,46599.0,3401,9
0,46599.0,3401,10
0,46599.0,3401,11
0,46599.0,3401,12
0,46346.0,3401,1
0,46346.0,3401,2
0,46346.0,3401,3
0,46346.0,3401,4
0,46346.0,3401,5
0,46346.0,3401,6
0,46346.0,3401,7
0,46346.0,3401,8
0,46346.0,3401,9
0,46346.0,3401,10
0,46346.0,3401,11
0,46346.0,3401,12
0,46600.0,3401,1
0,46600.0,3401,2
0,46600.0,3401,3
0,46600.0,3401,4
0,46600.0,3401,5
0,46600.0,3401,6
0,46600.0,3401,7
0,46600.0,3401,8
0,46600.0,3401,9
0,46600.0,3401,10
0,46600.0,3401,11
0,46600.0,3401,12
0,97818.0,3713,1
0,97818.0,3713,2
0,97818.0,3713,3
0,97818.0,3713,4
0,97818.0,3713,5
0,97818.0,3713,6
0,97818.0,3713,7
0,97818.0,3713,8
0,97818.0,3713,9
0,97818.0,3713,10
0,97818.0,3713,11
0,97818.0,3713,12
0,97818.0,3714,1
0,97818.0,3714,2
0,97818.0,3714,3
0,97818.0,3714,4
0,97818.0,3714,5
0,97818.0,3714,6
0,97818.0,3714,7
0,97818.0,3714,8
0,97818.0,3714,9
0,97818.0,3714,10
0,97818.0,3714,11
0,97818.0,3714,12
0,97818.0,3715,1
0,97818.0,3715,2
0,97818.0,3715,3
0,97818.0,3715,4
0,97818.0,3715,5
0,97818.0,3715,6
0,97818.0,3715,7
0,97818.0,3715,8
0,97818.0,3715,9
0,97818.0,3715,10
0,97818.0,3715,11
0,97818.0,3715,12
0,97818.0,3716,1
0,97818.0,3716,2
0,97818.0,3716,3
0,97818.0,3716,4
0,97818.0,3716,5
0,97818.0,3716,6
0,97818.0,3716,7
0,97818.0,3716,8
0,97818.0,3716,9
0,97818.0,3716,10
0,97818.0,3716,11
0,97818.0,3716,12
0,97818.0,3718,1
0,97818.0,3718,2
0,97818.0,3718,3
0,97818.0,3718,4
0,97818.0,3718,5
0,97818.0,3718,6
0,97818.0,3718,7
0,97818.0,3718,8
0,97818.0,3718,9
0,97818.0,3718,10
0,97818.0,3718,11
0,97818.0,3718,12
0,98071.0,3713,1
0,98071.0,3713,2
0,98071.0,3713,3
0,98071.0,3713,4
0,98071.0,3713,5
0,98071.0,3713,6
0,98071.0,3713,7
0,98071.0,3713,8
0,98071.0,3713,9
0,98071.0,3713,10
0,98071.0,3713,11
0,98071.0,3713,12
0,97823.0,3719,1
0,97823.0,3719,2
0,97823.0,3719,3
0,97823.0,3719,4
0,97823.0,3719,5
0,97823.0,3719,6
0,97823.0,3719,7
0,97823.0,3719,8
0,97823.0,3719,9
0,97823.0,3719,10
0,97823.0,3719,11
0,97823.0,3719,12
0,97822.0,3719,1
0,97822.0,3719,2
0,97822.0,3719,3
0,97822.0,3719,4
0,97822.0,3719,5
0,97822.0,3719,6
0,97822.0,3719,7
0,97822.0,3719,8
0,97822.0,3719,9
0,97822.0,3719,10
0,97822.0,3719,11
0,97822.0,3719,12
0,97822.0,3720,1
0,97822.0,3720,2
0,97822.0,3720,3
0,97822.0,3720,4
0,97822.0,3720,5
0,97822.0,3720,6
0,97822.0,3720,7
0,97822.0,3720,8
0,97822.0,3720,9
0,97822.0,3720,10
0,97822.0,3720,11
0,97822.0,3720,12
0,97570.0,3719,1
0,97570.0,3719,2
0,97570.0,3719,3
0,97570.0,3719,4
0,97570.0,3719,5
0,97570.0,3719,6
0,97570.0,3719,7
0,97570.0,3719,8
0,97570.0,3719,9
0,97570.0,3719,10
0,97570.0,3719,11
0,97570.0,3719,12
0,97820.0,3720,1
0,97820.0,3720,2
0,97820.0,3720,3
0,97820.0,3720,4
0,97820.0,3720,5
0,97820.0,3720,6
0,97820.0,3720,7
0,97820.0,3720,8
0,97820.0,3720,9
0,97820.0,3720,10
0,97820.0,3720,11
0,97820.0,3720,12
0,97567.0,3720,1
0,97567.0,3720,2
0,97567.0,3720,3
0,97567.0,3720,4
0,97567.0,3720,5
0,97567.0,3720,6
0,97567.0,3720,7
0,97567.0,3720,8
0,97567.0,3720,9
0,97567.0,3720,10
0,97567.0,3720,11
0,97567.0,3720,12
0,97567.0,3723,1
0,97567.0,3723,2
0,97567.0,3723,3
0,97567.0,3723,4
0,97567.0,3723,5
0,97567.0,3723,6
0,97567.0,3723,7
0,97567.0,3723,8
0,97567.0,3723,9
0,97567.0,3723,10
0,97567.0,3723,11
0,97567.0,3723,12
0,97567.0,3724,1
0,97567.0,3724,2
0,97567.0,3724,3
0,97567.0,3724,4
0,97567.0,3724,5
0,97567.0,3724,6
0,97567.0,3724,7
0,97567.0,3724,8
0,97567.0,3724,9
0,97567.0,3724,10
0,97567.0,3724,11
0,97567.0,3724,12
0,97821.0,3720,1
0,97821.0,3720,2
0,97821.0,3720,3
0,97821.0,3720,4
0,97821.0,3720,5
0,97821.0,3720,6
0,97821.0,3720,7
0,97821.0,3720,8
0,97821.0,3720,9
0,97821.0,3720,10
0,97821.0,3720,11
0,97821.0,3720,12
0,97566.0,3724,1
0,97566.0,3724,2
0,97566.0,3724,3
0,97566.0,3724,4
0,97566.0,3724,5
0,97566.0,3724,6
0,97566.0,3724,7
0,97566.0,3724,8
0,97566.0,3724,9
0,97566.0,3724,10
0,97566.0,3724,11
0,97566.0,3724,12
0,96304.0,3735,1
0,96304.0,3735,2
0,96304.0,3735,3
0,96304.0,3735,4
0,96304.0,3735,5
0,96304.0,3735,6
0,96304.0,3735,7
0,96304.0,3735,8
0,96304.0,3735,9
0,96304.0,3735,10
0,96304.0,3735,11
0,96304.0,3735,12
0,96051.0,3738,1
0,96051.0,3738,2
0,96051.0,3738,3
0,96051.0,3738,4
0,96051.0,3738,5
0,96051.0,3738,6
0,96051.0,3738,7
0,96051.0,3738,8
0,96051.0,3738,9
0,96051.0,3738,10
0,96051.0,3738,11
0,96051.0,3738,12
0,96051.0,3739,1
0,96051.0,3739,2
0,96051.0,3739,3
0,96051.0,3739,4
0,96051.0,3739,5
0,96051.0,3739,6
0,96051.0,3739,7
0,96051.0,3739,8
0,96051.0,3739,9
0,96051.0,3739,10
0,96051.0,3739,11
0,96051.0,3739,12
0,95798.0,3738,1
0,95798.0,3738,2
0,95798.0,3738,3
0,95798.0,3738,4
0,95798.0,3738,5
0,95798.0,3738,6
0,95798.0,3738,7
0,95798.0,3738,8
0,95798.0,3738,9
0,95798.0,3738,10
0,95798.0,3738,11
0,95798.0,3738,12
0,95798.0,3740,1
0,95798.0,3740,2
0,95798.0,3740,3
0,95798.0,3740,4
0,95798.0,3740,5
0,95798.0,3740,6
0,95798.0,3740,7
0,95798.0,3740,8
0,95798.0,3740,9
0,95798.0,3740,10
0,95798.0,3740,11
0,95798.0,3740,12
0,95798.0,3741,1
0,95798.0,3741,2
0,95798.0,3741,3
0,95798.0,3741,4
0,95798.0,3741,5
0,95798.0,3741,6
0,95798.0,3741,7
0,95798.0,3741,8
0,95798.0,3741,9
0,95798.0,3741,10
0,95798.0,3741,11
0,95798.0,3741,12
0,95545.0,3742,1
0,95545.0,3742,2
0,95545.0,3742,3
0,95545.0,3742,4
0,95545.0,3742,5
0,95545.0,3742,6
0,95545.0,3742,7
0,95545.0,3742,8
0,95545.0,3742,9
0,95545.0,3742,10
0,95545.0,3742,11
0,95545.0,3742,12
0,95545.0,3743,1
0,95545.0,3743,2
0,95545.0,3743,3
0,95545.0,3743,4
0,95545.0,3743,5
0,95545.0,3743,6
0,95545.0,3743,7
0,95545.0,3743,8
0,95545.0,3743,9
0,95545.0,3743,10
0,95545.0,3743,11
0,95545.0,3743,12
0,95544.0,3742,1
0,95544.0,3742,2
0,95544.0,3742,3
0,95544.0,3742,4
0,95544.0,3742,5
0,95544.0,3742,6
0,95544.0,3742,7
0,95544.0,3742,8
0,95544.0,3742,9
0,95544.0,3742,10
0,95544.0,3742,11
0,95544.0,3742,12
0,95544.0,3743,1
0,95544.0,3743,2
0,95544.0,3743,3
0,95544.0,3743,4
0,95544.0,3743,5
0,95544.0,3743,6
0,95544.0,3743,7
0,95544.0,3743,8
0,95544.0,3743,9
0,95544.0,3743,10
0,95544.0,3743,11
0,95544.0,3743,12
0,95544.0,3744,1
0,95544.0,3744,2
0,95544.0,3744,3
0,95544.0,3744,4
0,95544.0,3744,5
0,95544.0,3744,6
0,95544.0,3744,7
0,95544.0,3744,8
0,95544.0,3744,9
0,95544.0,3744,10
0,95544.0,3744,11
0,95544.0,3744,12
0,95544.0,3745,1
0,95544.0,3745,2
0,95544.0,3745,3
0,95544.0,3745,4
0,95544.0,3745,5
0,95544.0,3745,6
0,95544.0,3745,7
0,95544.0,3745,8
0,95544.0,3745,9
0,95544.0,3745,10
0,95544.0,3745,11
0,95544.0,3745,12
0,95543.0,3745,1
0,95543.0,3745,2
0,95543.0,3745,3
0,95543.0,3745,4
0,95543.0,3745,5
0,95543.0,3745,6
0,95543.0,3745,7
0,95543.0,3745,8
0,95543.0,3745,9
0,95543.0,3745,10
0,95543.0,3745,11
0,95543.0,3745,12
0,95543.0,3913,1
0,95543.0,3913,2
0,95543.0,3913,3
0,95543.0,3913,4
0,95543.0,3913,5
0,95543.0,3913,6
0,95543.0,3913,7
0,95543.0,3913,8
0,95543.0,3913,9
0,95543.0,3913,10
0,95543.0,3913,11
0,95543.0,3913,12
0,95543.0,3914,1
0,95543.0,3914,2
0,95543.0,3914,3
0,95543.0,3914,4
0,95543.0,3914,5
0,95543.0,3914,6
0,95543.0,3914,7
0,95543.0,3914,8
0,95543.0,3914,9
0,95543.0,3914,10
0,95543.0,3914,11
0,95543.0,3914,12
0,95543.0,10736,1
0,95543.0,10736,2
0,95543.0,10736,3
0,95543.0,10736,4
0,95543.0,10736,5
0,95543.0,10736,6
0,95543.0,10736,7
0,95543.0,10736,8
0,95543.0,10736,9
0,95543.0,10736,10
0,95543.0,10736,11
0,95543.0,10736,12
0,95037.0,3902,1
0,95037.0,3902,2
0,95037.0,3902,3
0,95037.0,3902,4
0,95037.0,3902,5
0,95037.0,3902,6
0,95037.0,3902,7
0,95037.0,3902,8
0,95037.0,3902,9
0,95037.0,3902,10
0,95037.0,3902,11
0,95037.0,3902,12
0,95290.0,3913,1
0,95290.0,3913,2
0,95290.0,3913,3
0,95290.0,3913,4
0,95290.0,3913,5
0,95290.0,3913,6
0,95290.0,3913,7
0,95290.0,3913,8
0,95290.0,3913,9
0,95290.0,3913,10
0,95290.0,3913,11
0,95290.0,3913,12
0,95290.0,3914,1
0,95290.0,3914,2
0,95290.0,3914,3
0,95290.0,3914,4
0,95290.0,3914,5
0,95290.0,3914,6
0,95290.0,3914,7
0,95290.0,3914,8
0,95290.0,3914,9
0,95290.0,3914,10
0,95290.0,3914,11
0,95290.0,3914,12
0,96030.0,3963,1
0,96030.0,3963,2
0,96030.0,3963,3
0,96030.0,3963,4
0,96030.0,3963,5
0,96030.0,3963,6
0,96030.0,3963,7
0,96030.0,3963,8
0,96030.0,3963,9
0,96030.0,3963,10
0,96030.0,3963,11
0,96030.0,3963,12
0,95777.0,3963,1
0,95777.0,3963,2
0,95777.0,3963,3
0,95777.0,3963,4
0,95777.0,3963,5
0,95777.0,3963,6
0,95777.0,3963,7
0,95777.0,3963,8
0,95777.0,3963,9
0,95777.0,3963,10
0,95777.0,3963,11
0,95777.0,3963,12
0,95777.0,3964,1
0,95777.0,3964,2
0,95777.0,3964,3
0,95777.0,3964,4
0,95777.0,3964,5
0,95777.0,3964,6
0,95777.0,3964,7
0,95777.0,3964,8
0,95777.0,3964,9
0,95777.0,3964,10
0,95777.0,3964,11
0,95777.0,3964,12
0,98576.0,3965,1
0,98576.0,3965,2
0,98576.0,3965,3
0,98576.0,3965,4
0,98576.0,3965,5
0,98576.0,3965,6
0,98576.0,3965,7
0,98576.0,3965,8
0,98576.0,3965,9
0,98576.0,3965,10
0,98576.0,3965,11
0,98576.0,3965,12
0,93746.0,4034,1
0,93746.0,4034,2
0,93746.0,4034,3
0,93746.0,4034,4
0,93746.0,4034,5
0,93746.0,4034,6
0,93746.0,4034,7
0,93746.0,4034,8
0,93746.0,4034,9
0,93746.0,4034,10
0,93746.0,4034,11
0,93746.0,4034,12
0,87438.0,4267,1
0,87438.0,4267,2
0,87438.0,4267,3
0,87438.0,4267,4
0,87438.0,4267,5
0,87438.0,4267,6
0,87438.0,4267,7
0,87438.0,4267,8
0,87438.0,4267,9
0,87438.0,4267,10
0,87438.0,4267,11
0,87438.0,4267,12
0,87438.0,4268,1
0,87438.0,4268,2
0,87438.0,4268,3
0,87438.0,4268,4
0,87438.0,4268,5
0,87438.0,4268,6
0,87438.0,4268,7
0,87438.0,4268,8
0,87438.0,4268,9
0,87438.0,4268,10
0,87438.0,4268,11
0,87438.0,4268,12
0,87438.0,4273,1
0,87438.0,4273,2
0,87438.0,4273,3
0,87438.0,4273,4
0,87438.0,4273,5
0,87438.0,4273,6
0,87438.0,4273,7
0,87438.0,4273,8
0,87438.0,4273,9
0,87438.0,4273,10
0,87438.0,4273,11
0,87438.0,4273,12
0,87438.0,4274,1
0,87438.0,4274,2
0,87438.0,4274,3
0,87438.0,4274,4
0,87438.0,4274,5
0,87438.0,4274,6
0,87438.0,4274,7
0,87438.0,4274,8
0,87438.0,4274,9
0,87438.0,4274,10
0,87438.0,4274,11
0,87438.0,4274,12
0,87438.0,4275,1
0,87438.0,4275,2
0,87438.0,4275,3
0,87438.0,4275,4
0,87438.0,4275,5
0,87438.0,4275,6
0,87438.0,4275,7
0,87438.0,4275,8
0,87438.0,4275,9
0,87438.0,4275,10
0,87438.0,4275,11
0,87438.0,4275,12
0,87439.0,4273,1
0,87439.0,4273,2
0,87439.0,4273,3
0,87439.0,4273,4
0,87439.0,4273,5
0,87439.0,4273,6
0,87439.0,4273,7
0,87439.0,4273,8
0,87439.0,4273,9
0,87439.0,4273,10
0,87439.0,4273,11
0,87439.0,4273,12
0,87439.0,4274,1
0,87439.0,4274,2
0,87439.0,4274,3
0,87439.0,4274,4
0,87439.0,4274,5
0,87439.0,4274,6
0,87439.0,4274,7
0,87439.0,4274,8
0,87439.0,4274,9
0,87439.0,4274,10
0,87439.0,4274,11
0,87439.0,4274,12
0,87186.0,4274,1
0,87186.0,4274,2
0,87186.0,4274,3
0,87186.0,4274,4
0,87186.0,4274,5
0,87186.0,4274,6
0,87186.0,4274,7
0,87186.0,4274,8
0,87186.0,4274,9
0,87186.0,4274,10
0,87186.0,4274,11
0,87186.0,4274,12
0,87185.0,4274,1
0,87185.0,4274,2
0,87185.0,4274,3
0,87185.0,4274,4
0,87185.0,4274,5
0,87185.0,4274,6
0,87185.0,4274,7
0,87185.0,4274,8
0,87185.0,4274,9
0,87185.0,4274,10
0,87185.0,4274,11
0,87185.0,4274,12
0,87185.0,4275,1
0,87185.0,4275,2
0,87185.0,4275,3
0,87185.0,4275,4
0,87185.0,4275,5
0,87185.0,4275,6
0,87185.0,4275,7
0,87185.0,4275,8
0,87185.0,4275,9
0,87185.0,4275,10
0,87185.0,4275,11
0,87185.0,4275,12
0,87185.0,4291,1
0,87185.0,4291,2
0,87185.0,4291,3
0,87185.0,4291,4
0,87185.0,4291,5
0,87185.0,4291,6
0,87185.0,4291,7
0,87185.0,4291,8
0,87185.0,4291,9
0,87185.0,4291,10
0,87185.0,4291,11
0,87185.0,4291,12
0,87185.0,4292,1
0,87185.0,4292,2
0,87185.0,4292,3
0,87185.0,4292,4
0,87185.0,4292,5
0,87185.0,4292,6
0,87185.0,4292,7
0,87185.0,4292,8
0,87185.0,4292,9
0,87185.0,4292,10
0,87185.0,4292,11
0,87185.0,4292,12
0,90984.0,4298,1
0,90984.0,4298,2
0,90984.0,4298,3
0,90984.0,4298,4
0,90984.0,4298,5
0,90984.0,4298,6
0,90984.0,4298,7
0,90984.0,4298,8
0,90984.0,4298,9
0,90984.0,4298,10
0,90984.0,4298,11
0,90984.0,4298,12
0,90984.0,4299,1
0,90984.0,4299,2
0,90984.0,4299,3
0,90984.0,4299,4
0,90984.0,4299,5
0,90984.0,4299,6
0,90984.0,4299,7
0,90984.0,4299,8
0,90984.0,4299,9
0,90984.0,4299,10
0,90984.0,4299,11
0,90984.0,4299,12
0,90984.0,4302,1
0,90984.0,4302,2
0,90984.0,4302,3
0,90984.0,4302,4
0,90984.0,4302,5
0,90984.0,4302,6
0,90984.0,4302,7
0,90984.0,4302,8
0,90984.0,4302,9
0,90984.0,4302,10
0,90984.0,4302,11
0,90984.0,4302,12
0,90985.0,4299,1
0,90985.0,4299,2
0,90985.0,4299,3
0,90985.0,4299,4
0,90985.0,4299,5
0,90985.0,4299,6
0,90985.0,4299,7
0,90985.0,4299,8
0,90985.0,4299,9
0,90985.0,4299,10
0,90985.0,4299,11
0,90985.0,4299,12
0,90983.0,4302,1
0,90983.0,4302,2
0,90983.0,4302,3
0,90983.0,4302,4
0,90983.0,4302,5
0,90983.0,4302,6
0,90983.0,4302,7
0,90983.0,4302,8
0,90983.0,4302,9
0,90983.0,4302,10
0,90983.0,4302,11
0,90983.0,4302,12
0,90983.0,4303,1
0,90983.0,4303,2
0,90983.0,4303,3
0,90983.0,4303,4
0,90983.0,4303,5
0,90983.0,4303,6
0,90983.0,4303,7
0,90983.0,4303,8
0,90983.0,4303,9
0,90983.0,4303,10
0,90983.0,4303,11
0,90983.0,4303,12
0,90983.0,4338,1
0,90983.0,4338,2
0,90983.0,4338,3
0,90983.0,4338,4
0,90983.0,4338,5
0,90983.0,4338,6
0,90983.0,4338,7
0,90983.0,4338,8
0,90983.0,4338,9
0,90983.0,4338,10
0,90983.0,4338,11
0,90983.0,4338,12
0,91492.0,4317,1
0,91492.0,4317,2
0,91492.0,4317,3
0,91492.0,4317,4
0,91492.0,4317,5
0,91492.0,4317,6
0,91492.0,4317,7
0,91492.0,4317,8
0,91492.0,4317,9
0,91492.0,4317,10
0,91492.0,4317,11
0,91492.0,4317,12
0,91492.0,4319,1
0,91492.0,4319,2
0,91492.0,4319,3
0,91492.0,4319,4
0,91492.0,4319,5
0,91492.0,4319,6
0,91492.0,4319,7
0,91492.0,4319,8
0,91492.0,4319,9
0,91492.0,4319,10
0,91492.0,4319,11
0,91492.0,4319,12
0,91492.0,4320,1
0,91492.0,4320,2
0,91492.0,4320,3
0,91492.0,4320,4
0,91492.0,4320,5
0,91492.0,4320,6
0,91492.0,4320,7
0,91492.0,4320,8
0,91492.0,4320,9
0,91492.0,4320,10
0,91492.0,4320,11
0,91492.0,4320,12
0,91492.0,4321,1
0,91492.0,4321,2
0,91492.0,4321,3
0,91492.0,4321,4
0,91492.0,4321,5
0,91492.0,4321,6
0,91492.0,4321,7
0,91492.0,4321,8
0,91492.0,4321,9
0,91492.0,4321,10
0,91492.0,4321,11
0,91492.0,4321,12
0,91239.0,4317,1
0,91239.0,4317,2
0,91239.0,4317,3
0,91239.0,4317,4
0,91239.0,4317,5
0,91239.0,4317,6
0,91239.0,4317,7
0,91239.0,4317,8
0,91239.0,4317,9
0,91239.0,4317,10
0,91239.0,4317,11
0,91239.0,4317,12
0,91239.0,4318,1
0,91239.0,4318,2
0,91239.0,4318,3
0,91239.0,4318,4
0,91239.0,4318,5
0,91239.0,4318,6
0,91239.0,4318,7
0,91239.0,4318,8
0,91239.0,4318,9
0,91239.0,4318,10
0,91239.0,4318,11
0,91239.0,4318,12
0,91239.0,4320,1
0,91239.0,4320,2
0,91239.0,4320,3
0,91239.0,4320,4
0,91239.0,4320,5
0,91239.0,4320,6
0,91239.0,4320,7
0,91239.0,4320,8
0,91239.0,4320,9
0,91239.0,4320,10
0,91239.0,4320,11
0,91239.0,4320,12
0,91239.0,4321,1
0,91239.0,4321,2
0,91239.0,4321,3
0,91239.0,4321,4
0,91239.0,4321,5
0,91239.0,4321,6
0,91239.0,4321,7
0,91239.0,4321,8
0,91239.0,4321,9
0,91239.0,4321,10
0,91239.0,4321,11
0,91239.0,4321,12
0,91239.0,4350,1
0,91239.0,4350,2
0,91239.0,4350,3
0,91239.0,4350,4
0,91239.0,4350,5
0,91239.0,4350,6
0,91239.0,4350,7
0,91239.0,4350,8
0,91239.0,4350,9
0,91239.0,4350,10
0,91239.0,4350,11
0,91239.0,4350,12
0,90224.0,4325,1
0,90224.0,4325,2
0,90224.0,4325,3
0,90224.0,4325,4
0,90224.0,4325,5
0,90224.0,4325,6
0,90224.0,4325,7
0,90224.0,4325,8
0,90224.0,4325,9
0,90224.0,4325,10
0,90224.0,4325,11
0,90224.0,4325,12
0,90225.0,4325,1
0,90225.0,4325,2
0,90225.0,4325,3
0,90225.0,4325,4
0,90225.0,4325,5
0,90225.0,4325,6
0,90225.0,4325,7
0,90225.0,4325,8
0,90225.0,4325,9
0,90225.0,4325,10
0,90225.0,4325,11
0,90225.0,4325,12
0,89971.0,4325,1
0,89971.0,4325,2
0,89971.0,4325,3
0,89971.0,4325,4
0,89971.0,4325,5
0,89971.0,4325,6
0,89971.0,4325,7
0,89971.0,4325,8
0,89971.0,4325,9
0,89971.0,4325,10
0,89971.0,4325,11
0,89971.0,4325,12
0,89972.0,4325,1
0,89972.0,4325,2
0,89972.0,4325,3
0,89972.0,4325,4
0,89972.0,4325,5
0,89972.0,4325,6
0,89972.0,4325,7
0,89972.0,4325,8
0,89972.0,4325,9
0,89972.0,4325,10
0,89972.0,4325,11
0,89972.0,4325,12
0,90477.0,4337,1
0,90477.0,4337,2
0,90477.0,4337,3
0,90477.0,4337,4
0,90477.0,4337,5
0,90477.0,4337,6
0,90477.0,4337,7
0,90477.0,4337,8
0,90477.0,4337,9
0,90477.0,4337,10
0,90477.0,4337,11
0,90477.0,4337,12
0,88452.0,4473,1
0,88452.0,4473,2
0,88452.0,4473,3
0,88452.0,4473,4
0,88452.0,4473,5
0,88452.0,4473,6
0,88452.0,4473,7
0,88452.0,4473,8
0,88452.0,4473,9
0,88452.0,4473,10
0,88452.0,4473,11
0,88452.0,4473,12
0,88452.0,4474,1
0,88452.0,4474,2
0,88452.0,4474,3
0,88452.0,4474,4
0,88452.0,4474,5
0,88452.0,4474,6
0,88452.0,4474,7
0,88452.0,4474,8
0,88452.0,4474,9
0,88452.0,4474,10
0,88452.0,4474,11
0,88452.0,4474,12
0,88452.0,4475,1
0,88452.0,4475,2
0,88452.0,4475,3
0,88452.0,4475,4
0,88452.0,4475,5
0,88452.0,4475,6
0,88452.0,4475,7
0,88452.0,4475,8
0,88452.0,4475,9
0,88452.0,4475,10
0,88452.0,4475,11
0,88452.0,4475,12
0,88452.0,4476,1
0,88452.0,4476,2
0,88452.0,4476,3
0,88452.0,4476,4
0,88452.0,4476,5
0,88452.0,4476,6
0,88452.0,4476,7
0,88452.0,4476,8
0,88452.0,4476,9
0,88452.0,4476,10
0,88452.0,4476,11
0,88452.0,4476,12
0,88452.0,4483,1
0,88452.0,4483,2
0,88452.0,4483,3
0,88452.0,4483,4
0,88452.0,4483,5
0,88452.0,4483,6
0,88452.0,4483,7
0,88452.0,4483,8
0,88452.0,4483,9
0,88452.0,4483,10
0,88452.0,4483,11
0,88452.0,4483,12
0,88199.0,4473,1
0,88199.0,4473,2
0,88199.0,4473,3
0,88199.0,4473,4
0,88199.0,4473,5
0,88199.0,4473,6
0,88199.0,4473,7
0,88199.0,4473,8
0,88199.0,4473,9
0,88199.0,4473,10
0,88199.0,4473,11
0,88199.0,4473,12
0,88199.0,4474,1
0,88199.0,4474,2
0,88199.0,4474,3
0,88199.0,4474,4
0,88199.0,4474,5
0,88199.0,4474,6
0,88199.0,4474,7
0,88199.0,4474,8
0,88199.0,4474,9
0,88199.0,4474,10
0,88199.0,4474,11
0,88199.0,4474,12
0,88199.0,4483,1
0,88199.0,4483,2
0,88199.0,4483,3
