year,StreamOut_Q_base,HortSroff2Stream_Q_base,DunnSroff2Stream_Q_base,Interflow2Stream_Q_base,Stream2Unsat_Q_base,StreamExchng2Sat_Q_base,Precip_Q_base,NetBoundaryFlow2Sat_Q_base,NetWellFlow_Q_base,BoundaryStreamFlow_Q_base,CanopyEvap_Q_base,SnowEvap_Q_base,ImpervEvap_Q_base,DprstEvap_Q_base,CapET_Q_base,SwaleEvap_Q_base,UnsatET_Q_base,SatET_Q_base,LakeEvap_Q_base,DunnInterflow2Lake_Q_base,HortSroff2Lake_Q_base,Lake2Unsat_Q_base,LakeExchng2Sat_Q_base,SoilDrainage2Unsat_Q_base,Sat2Grav_Q_base,RechargeUnsat2Sat_Q_base,Infil2Soil_Q_base,Canopy_S_base,SnowPweqv_S_base,Imperv_S_base,Dprst_S_base,Cap_S_base,Grav_S_base,Unsat_S_base,Sat_S_base,UnsatStream_S_base,Lake_S_base,Stream_S_base,StreamOut_Q_unimp,HortSroff2Stream_Q_unimp,DunnSroff2Stream_Q_unimp,Interflow2Stream_Q_unimp,Stream2Unsat_Q_unimp,StreamExchng2Sat_Q_unimp,Precip_Q_unimp,NetBoundaryFlow2Sat_Q_unimp,NetWellFlow_Q_unimp,BoundaryStreamFlow_Q_unimp,CanopyEvap_Q_unimp,SnowEvap_Q_unimp,ImpervEvap_Q_unimp,DprstEvap_Q_unimp,CapET_Q_unimp,SwaleEvap_Q_unimp,UnsatET_Q_unimp,SatET_Q_unimp,LakeEvap_Q_unimp,DunnInterflow2Lake_Q_unimp,HortSroff2Lake_Q_unimp,Lake2Unsat_Q_unimp,LakeExchng2Sat_Q_unimp,SoilDrainage2Unsat_Q_unimp,Sat2Grav_Q_unimp,RechargeUnsat2Sat_Q_unimp,Infil2Soil_Q_unimp,Canopy_S_unimp,SnowPweqv_S_unimp,Imperv_S_unimp,Dprst_S_unimp,Cap_S_unimp,Grav_S_unimp,Unsat_S_unimp,Sat_S_unimp,UnsatStream_S_unimp,Lake_S_unimp,Stream_S_unimp
2002,2829722965.0,81010697.2991,109787420.11,1503375313.7,0.0,-743229195.3,3282823142.47,840426744.0,-85095788.4,468539031.8,24113807.5174217,781.3530599999999,1646653.477432,1633351.2044,1391260210.6,0.0,1951900.2923,94719288.9391,23146934.906,27702335.869,335110.90090779733,0.0,61660648.7,418163885.99,418372965.0,422227112.5,3163089512.5007,189881.10437616435,7821.102010684931,1916.937093854147,3338556.664931507,399990198.5753425,40364655.56712329,679564303.8356165,24690646821.91781,0.0,355274768.2191781,0.0,2440871808.0,75319473.80694632,107637388.72,1491411767.7,0.0,-743240558.95,3282823142.47,813162338.0,0.0,0.0,24113807.5174217,781.3530599999999,1620392.1164629764,2462372.5541,1385488118.7,0.0,1947511.64342,98728252.25659999,23146934.906,24161170.3211,328153.37468625,0.0,-9290771.437,413564289.92,407068607.3,418026425.2,3159190385.57497,189881.10437616435,7821.102010684931,1913.4782804958802,4317819.882191781,399142605.94520545,40046781.11232877,679645406.3013699,24652707205.47945,0.0,468276.48493150686,0.0
2003,3025595240.0,85128251.4734,78228277.59,1565512916.4,0.0,-769222707.35,3441663592.1,837292108.0,-84470945.7,481102824.4,30925905.5702419,37216.492771,2461312.819407,1788571.9507,1531348182.1,0.0,2597742.5459,90386457.03,22574059.968,28188659.861,349597.5123862284,0.0,57716497.87,503515346.92,433324923.0,493601371.1,3306946980.1201,262926.28559510957,104019.9536610411,2264.007542185356,3793878.5479452056,444221757.15068495,55362733.64383562,710844835.6164384,24704137123.28767,0.0,367586347.94520545,0.0,2542545881.0,79535341.1683816,76448955.51,1554374121.3,0.0,-773921942.35,3441663592.1,809763788.0,0.0,0.0,30925905.5702419,37216.492771,2436863.924813871,2568265.5551,1526787112.5,0.0,2599992.1306,94070873.26190001,22574059.968,24173695.5623,342733.63251916,0.0,-11082591.218,498520998.87,422726460.0,488718405.4,3302802296.9471,262926.28559510957,104019.9536610411,2261.411795786074,4552751.276712329,443525950.9315069,54992834.252054796,710725123.0136986,24666503452.054794,0.0,510002.63863013696,0.0
2004,2940277846.0,76362774.8111,87049081.89,1478022936.2,0.0,-777944153.7,3192133179.25,843185228.0,-90309245.4,476308039.6,25864860.906316802,4804.290120000001,1870635.632267,1675513.851,1426560855.8,0.0,2183943.7726,99906972.8595,23537337.481,29113653.027,279514.8594736096,0.0,57098967.75,453031434.73,431636461.0,474181297.3,3079418455.1051,219958.12549306013,95338.40246065574,2141.2474612718033,3298146.4218579237,399747225.43715847,44394087.00273224,723929193.1693989,24707368005.46448,0.0,327343621.03825134,0.0,2440368767.0,70649031.40319258,85174926.45,1466594876.5,0.0,-779015865.1,3192133179.25,813125293.0,0.0,0.0,25864860.906316802,4804.290120000001,1844360.9753451596,2593164.3898,1420663658.6,0.0,2181344.08433,104265080.8143,23537337.481,25636537.7203,273040.44662364,0.0,-10611570.395,448655943.67,421562854.0,472244726.7,3075463631.8763,219958.12549306013,95338.40246065574,2138.259276669399,4381304.928961748,398805154.91803277,43995837.833333336,722892170.2185793,24675027759.562843,0.0,491405.16721311474,0.0
2005,3567696597.0,124253873.708792,185022327.37,2063077353.9,0.0,-740360994.9,4796121587.78,835351683.0,-84459123.2,604476758.7,27916636.950728796,14525.858503000001,2575374.6896401998,2046041.3172,1893757889.4,0.0,2830112.94458,76538950.1331,22180681.333,36230305.826,485996.20170213643,0.0,57901713.97,591919938.81,437298377.0,537861161.4,4619110355.52437,277942.75601583015,161182.67026473975,2247.306942034137,4148102.5424657534,488481502.739726,59047459.34246575,747581143.8356165,24719406273.972603,0.0,319678482.739726,0.0,3159328607.0,118681990.68092217,183236295.04,2050334830.6,0.0,-734517084.2,4796121587.78,807212391.0,0.0,0.0,27916636.950728796,14525.858503000001,2550828.13566529,2589650.5106,1890304154.0,0.0,2818521.1489,79820768.1843,22180681.333,32056616.2452,478062.5183028,0.0,-11388219.9898,587133034.96,427228024.0,531849735.9,4615011714.00415,277942.75601583015,161182.67026473975,2245.0490140653424,4627920.230136986,487890357.8082192,58683755.816438355,745145056.4383562,24689649068.49315,0.0,540234.1238356164,0.0
2006,4103961930.0,97940329.2261,90441543.52,2320193301.3,0.0,-866734211.0,3953734894.24,831875521.0,-87624587.0,560762779.86,29974441.7669046,33281.0988635,2657832.02195,1742387.967,1425648462.6,0.0,2319737.4273,104880611.4905,22221577.841,47913345.389,392317.98849586374,0.0,56563265.56,658602507.96,470360125.0,718158260.8,3810015860.4068,296400.18634203286,238895.1412366575,2806.1103914098353,3876067.816438356,424478943.6164383,69313990.46575342,783264113.9726027,24854091150.684933,0.0,365581424.10958904,0.0,3439490002.0,91881380.82352008,88743376.16,2309801132.4,0.0,-870501530.4,3953734894.24,803185555.0,0.0,0.0,29974441.7669046,33281.0988635,2635514.07194347,2592219.4693,1421074473.2,0.0,2312057.9154,109388886.6354,22221577.841,44201854.1234,386185.01109904,0.0,-12574959.637,655284467.75,460810217.0,714689106.4,3805508134.13861,296400.18634203286,238895.1412366575,2802.035189088822,4919687.808219178,423730596.5753425,68980964.81643836,782583071.5068493,24824057424.657536,0.0,586227.6473972603,0.0
2007,1856654862.0,50068006.47685,47306605.42,801016494.0,0.0,-747089481.3,2289461201.24,846160185.0,-86561956.2,230194934.39,25808972.9950036,14469.51836,1451409.914977,1646219.9529,1483139698.3,0.0,1931433.68416,87897389.7223,22774283.218,11968418.498,176523.56078700032,0.0,60144301.7,242654229.39,408676795.0,275230757.3,2206790597.8142,185469.06409633424,13065.822531778082,1921.6344915900686,3197408.0819178084,382641282.43835616,26211589.479452055,694625847.9452055,24737562739.72603,0.0,336215281.6438356,0.0,1646809586.0,44611800.52680606,45725600.589999996,791522719.8,0.0,-749969264.8,2289461201.24,816726391.0,0.0,0.0,25808972.9950036,14469.51836,1425395.3546678526,2360106.5684,1477660706.1,0.0,1917203.2919,92143886.0847,22774283.218,9030908.9332,169007.44513784,0.0,-9367597.367,237579266.72,399788236.0,270461037.6,2203012032.01851,185469.06409633424,13065.822531778082,1918.1320701431098,4331802.520547945,381607382.8767123,25771898.378082193,693479184.9315069,24709537972.60274,0.0,413711.1424657534,0.0
2008,2352349359.0,57595735.2901,81461656.32000001,1165459006.9,0.0,-732954355.6,2546010024.21,846616318.0,-82422645.6,341489963.7,17432045.1011606,0.0,1270975.11203,1478640.8509,1271992181.0,0.0,1857421.75001,95637901.6018,23109757.843,20218118.754,234222.2139783313,0.0,57970669.3,365400895.09,407098363.0,360442252.2,2461672276.489,191706.5996465,23981.197156557377,3153.304892376885,3008275.992349727,371741520.10928965,33581979.46174864,716857616.1202186,24662202759.562843,0.0,311784089.07103825,0.0,2055305238.0,52218032.09542116,79659268.21,1156157967.5,0.0,-734395006.2,2546010024.21,818453294.0,0.0,0.0,17432045.1011606,0.0,1245260.574041311,2257241.1534,1266071054.4,0.0,1846360.91064,100244393.3451,23109757.843,17031251.3208,227618.77149607,0.0,-8331685.873,361281447.49,398043870.1,357295884.6,2457866468.6045,191706.5996465,23981.197156557377,3150.2889242325355,4113761.8360655736,370792273.7431694,33235698.55464481,715373383.8797814,24636234781.420765,0.0,433508.381420765,0.0
2009,1813160601.0,50987704.07142,50437863.92,816750882.9,0.0,-699617408.35,2515897510.36,845010866.0,-77188574.0,256451782.97,24341610.540749896,53766.635738,1759025.5746938,1660180.2958,1551962150.3,0.0,2078180.82148,72901238.5414,22738274.607,13487011.128,195023.79370340978,0.0,60084381.2,271355724.02,391534523.6,269797381.8,2430742938.173025,217450.1084906904,145075.16853561645,2410.5995257265754,3119173.5890410957,385013526.98630136,24807592.975342467,695644362.7397261,24558292958.90411,0.0,297804650.1369863,0.0,1604673071.0,45696284.85301311,48753445.7,805979882.4,0.0,-698810199.75,2515897510.36,818118298.0,0.0,0.0,24341610.540749896,53766.635738,1735623.273299265,2225167.5989,1546928866.8,0.0,2069705.51414,76642846.8231,22738274.607,10289688.8144,188197.48724513,0.0,-7518095.9884,265752288.10999998,382068789.1,264159319.2,2427388887.539555,217450.1084906904,145075.16853561645,2407.587440301918,3736363.6630136985,383978755.8630137,24336018.816438355,693148606.0273973,24534917616.438354,0.0,399375.77835616434,0.0
2010,3568115124.0,124307181.84429,105262724.21,2119395558.2,0.0,-696438322.1,4995593091.22,833023551.0,-75845090.3,602443315.9,38263931.5188975,16529.27651,2630560.766742,1813979.2618,1730899521.7,0.0,2853563.3338,68389878.5781,21060030.527,42055220.889,472783.2413087341,0.0,63641673.9,739023215.05,421905208.0,593366919.4,4808438117.2185,324326.6047176521,84250.09738164383,3221.626479433315,3973589.1863013697,513246566.30136985,69661961.22739726,766948568.7671233,24625156602.739727,0.0,367296000.82191783,0.0,3102114514.0,118497133.94545442,103183854.33,2103223393.3,0.0,-693132612.4,4995593091.22,807809315.0,0.0,0.0,38263931.5188975,16529.27651,2607739.2967778444,2377613.4833,1727358731.1,0.0,2851927.33427,71423176.9208,21060030.527,37185955.0384,464756.79974107,0.0,-9991215.4323,731128754.34,410909489.0,583073815.8,4804211295.889949,324326.6047176521,84250.09738164383,3218.682258943726,4275136.189041096,512646635.8356164,69156066.7369863,765897500.5479453,24596102547.945206,0.0,555754.0767123288,0.0
2011,2903330486.0,68689865.40597646,65030513.81,1475678056.1,0.0,-831335243.1,3015185151.57,831596038.0,-75498434.7,394206228.7,30121866.168343235,29207.046799,2619839.857658,1929252.2124,1831172364.3,0.0,2452370.9621,69659047.3121,20431913.782,30184096.256,295070.4866711243,0.0,51641469.48,421414133.48,444320575.0,548075513.7,2903536955.2191,284756.6697850137,139728.19981369865,2286.050623233699,4243089.3369863015,482122152.05479455,49700306.83835617,780418198.630137,24761085287.671234,0.0,326678288.7671233,0.0,2474246076.0,62980019.99086848,63298994.78,1467183898.0,0.0,-826970553.7,3015185151.57,806625035.0,0.0,0.0,30121866.168343235,29207.046799,2594963.814746946,2437153.2191,1827443186.3,0.0,2459522.0864,72819238.8879,20431913.782,26238978.7721,287520.02262571,0.0,-10627891.82562,419313030.97,434098607.0,546271431.4,2899159870.21011,284756.6697850137,139728.19981369865,2282.303841807945,4716507.158904109,481328738.08219177,49353744.484931506,779971124.3835616,24733959506.849316,0.0,511348.20273972605,0.0
2012,3026046893.0,105486168.068,115831875.39,1780500355.5,0.0,-690696059.95,4346077909.0,843966116.0,-80175168.3,455657185.7,28917755.2465788,30671.896933,2270592.75575,1621972.99,1453939687.4,0.0,2264495.10739,84003748.1246,22003108.918,28239545.615,382417.8660049363,0.0,61562186.7,569491417.5,413724134.0,432633840.1,4192617313.461,271750.492860082,79630.58770092897,2349.7009406807456,3417776.674863388,413484588.1693989,48942099.71311475,722255798.6338798,24690235846.994537,0.0,320260930.6010929,0.0,2713070889.0,99561309.42198339,113714113.19,1764359283.9,0.0,-689172569.55,4346077909.0,816527037.0,0.0,0.0,28917755.2465788,30671.896933,2246726.0058827614,2300191.7128,1449024415.1,0.0,2248644.05128,88586871.0225,22003108.918,24530566.5383,374765.23197451,0.0,-9869893.2016,561890328.55,403804675.0,425704872.5,4188486835.27226,271750.492860082,79630.58770092897,2346.711420522276,4328102.398907104,412631912.8142077,48476916.55464481,720782318.306011,24667692677.595627,0.0,487594.16803278687,0.0
2013,1464501988.0,19001902.5617,35883269.23,456529956.0,0.0,-781955905.0,868574431.23,846211765.0,-84025522.7,132486764.46,20771627.847761694,35818.0659025,1084938.7194916,1613193.3593,1361246863.7,0.0,1546948.6689,88414811.325,22625177.755,6111145.095,60062.1737815506,0.0,57185899.52,97062468.21,400572753.0,251209792.1,832176153.9405,125274.42867819179,15843.428514547944,769.8055153492082,3157132.4849315067,346002728.7123288,17615348.578082193,730043548.4931507,24639005424.657536,0.0,304608949.3150685,0.0,1261763346.0,14206128.532373047,34427824.63,451653012.0,0.0,-780647816.2,868574431.23,817705319.0,0.0,0.0,20771627.847761694,35818.0659025,1057324.2498356276,2308491.226,1355347245.4,0.0,1542583.8461,93609537.973,22625177.755,3234619.0615,54320.311058356,0.0,-7264815.931,95636785.09,391531834.1,249050078.8,827892111.12548,125274.42867819179,15843.428514547944,766.9516373641233,4196766.235616438,345026899.4520548,17337866.520547945,728774547.1232877,24618772547.945206,0.0,371311.04712328763,0.0
2014,2310147841.0,85148285.8921,117656203.09,1254322321.9,0.0,-642155257.6,3778141851.45,847391576.0,-77806988.6,359210655.94,29200225.25732873,41185.325231,2540357.99712,1600807.672,1413227006.6,0.0,2134724.44734,77496207.3424,23517193.42,20683768.925,294542.4532424504,0.0,62424822.0,414930619.77,379168173.5,300190468.1,3646448058.148,259920.8557390685,46293.969290136985,1507.6034595742465,2849051.5854794523,337007463.5890411,32704703.75342466,692306571.7808219,24498798465.753426,0.0,281981238.63013697,0.0,2109240164.0,79661980.31028527,115424142.85000001,1240572746.0,0.0,-642077955.4,3778141851.45,819697458.0,0.0,0.0,29200225.25732873,41185.325231,2517497.334502269,2114794.052,1407817061.4,0.0,2103701.53463,82603316.7208,23517193.42,17330807.55106,286636.98380335997,0.0,-7519905.26025,407633357.05,370232331.2,294688597.8,3642835384.295,259920.8557390685,46293.969290136985,1506.4296442222685,3517607.5150684933,335987766.24657536,32266425.92328767,689984685.479452,24483788904.10959,0.0,428644.0416438356,0.0
2015,1697963951.0,43749432.2359,63413200.81,717452500.6,0.0,-700749295.4,2055460645.595,843244428.0,-67523559.4,139358142.16,24613313.893708985,2232.862645,1585776.58786,1582497.2418,1355743259.0,0.0,1842815.26272,84162872.0305,23634273.273000002,12686679.595999999,174411.5418153803,0.0,63224802.75,197358773.11,386935243.1,259058544.5,1979867433.6016,184242.7108889367,6079.508487780822,1527.193347143433,2961700.09369863,352380701.6438356,21122471.583561644,724248750.9589041,24475666054.79452,0.0,341009333.15068495,0.0,1524367599.0,38700202.48478514,61384610.45,708934541.9,0.0,-705466448.62,2055460645.595,819963206.0,0.0,0.0,24613313.893708985,2232.862645,1559442.093587785,2303785.1246,1349242131.5,0.0,1830047.2808,88432442.4775,23634273.273000002,8830957.06311,167935.264865112,0.0,-6679807.5571,193889397.02,374987997.1,256326251.9,1976033212.9558,184242.7108889367,6079.508487780822,1525.0940590765563,3472300.915068493,351406879.8356164,20791030.62739726,721946058.0821918,24456406767.123287,0.0,387644.681369863,0.0
