tabpondunit,tabpondval,hru_id,segid,tabpondfrac
5000,9496,14231,450,0.061286156162756705
5000,9496,14483,450,0.11003451530846974
5000,9496,14485,450,0.2828957554661136
5000,9496,13979,450,0.06753714330389425
5000,9496,14233,450,0.12520235442252364
5000,9496,14738,450,0.06598561045611583
5000,9496,14739,450,0.09176832936889553
5000,9496,14495,450,0.04948920784208687
5000,9496,17018,450,0.14372929511584803
5000,9496,15246,450,0.00207163255329562
5001,9496,35498,452,0.10195824567082053
5001,9496,35750,452,0.02637967308625991
5001,9496,35751,452,0.8716620812429196
5002,9496,47670,453,0.07972206377427324
5002,9496,49417,453,0.053355098072941184
5002,9496,48416,453,0.03749855504661726
5002,9496,47913,453,0.0565447219251111
5002,9496,48666,453,0.06184381171689582
5002,9496,49674,453,0.08371600345441663
5002,9496,48151,453,0.07799747192293129
5002,9496,49164,453,0.06723427182968157
5002,9496,48147,453,0.09861813497066335
5002,9496,46891,453,0.11478778355468666
5002,9496,50683,453,0.04353787222451187
5002,9496,49421,453,0.04975136310725322
5002,9496,46133,453,0.17539284840001676
5003,9496,70742,454,0.037671380925810675
5003,9496,75564,454,0.2073869111532047
5003,9496,76575,454,0.5212049904184429
5003,9496,75822,454,0.0717453146641115
5003,9496,75569,454,0.06950403448486035
5003,9496,74813,454,0.07646705182108285
5003,9496,76321,454,0.016020316532486933
5004,9496,74780,455,1.0
5005,9496,85907,456,0.6852634764069852
5005,9496,86919,456,0.3147365235930149
5006,9496,51462,476,0.06755952005743765
5006,9496,48936,476,0.053306805125703495
5006,9496,48426,476,0.18756154293361788
5006,9496,49695,476,0.05409444336935216
5006,9496,52217,476,0.26652263693406686
5006,9496,50203,476,0.18177260642332102
5006,9496,49949,476,0.11716807496840818
5006,9496,49444,476,0.07201437018809279
5007,9496,52204,477,0.07192584852025065
5007,9496,51952,477,0.026070302958919222
5007,9496,52200,477,0.04611073992734012
5007,9496,51707,477,0.02962288081066121
5007,9496,51197,477,0.09505906385020886
5007,9496,49939,477,0.055972325539362155
5007,9496,50193,477,0.09022981982374817
5007,9496,51962,477,0.1127052893224025
5007,9496,50447,477,0.472303729247107
5008,9496,53257,478,0.018079796153010676
5008,9496,51740,478,0.06841448742598279
5008,9496,51744,478,0.028366147324958988
5008,9496,52245,478,0.05712278670447769
5008,9496,52752,478,0.08009983591418089
5008,9496,52498,478,0.15179822566963747
5008,9496,52999,478,0.06251604204925831
5008,9496,51986,478,0.04025328469393354
5008,9496,52535,478,0.05334956142916035
5008,9496,49991,478,0.08018704261243252
5008,9496,51983,478,0.028703628721602502
5008,9496,51484,478,0.029644285323149045
5008,9496,51480,478,0.017455571779491585
5008,9496,51228,478,0.03266911406510871
5008,9496,51979,478,0.04289284434599476
5008,9496,51475,478,0.030456457523783263
5008,9496,52490,478,0.0241122522499984
5008,9496,51982,478,0.030990074647914066
5008,9496,54270,478,0.04125517766980975
5008,9496,51981,478,0.052258625244870315
5008,9496,49698,478,0.00420939085339869
5008,9496,51735,478,0.013293120147089292
5008,9496,49193,478,0.005171826795523975
5008,9496,49448,478,0.006700420655232318
5009,9496,43324,480,0.18032048184083144
5009,9496,42060,480,0.045785722345671985
5009,9496,43330,480,0.22990889727354025
5009,9496,46873,480,0.3388899504983846
5009,9496,44862,480,0.20509494804157175
5010,9496,47373,481,0.34579332413746316
5010,9496,46104,481,0.06537335056746373
5010,9496,48382,481,0.16297289978494442
5010,9496,57225,481,0.04792746336112587
5010,9496,44329,481,0.21332982961547098
5010,9496,44831,481,0.1066426629349148
5010,9496,55716,481,0.05796046959861696
5011,9496,39540,482,0.26597241524223847
5011,9496,40281,482,0.054213984136643974
5011,9496,38527,482,0.5403470918115831
5011,9496,39284,482,0.021520054771797605
5011,9496,38273,482,0.11794645403773688
5012,9496,39541,483,0.38148730457351776
5012,9496,40557,483,0.09716815758965884
5012,9496,40052,483,0.2573087557710774
5012,9496,41068,483,0.26403578206574607
5013,9496,39542,484,0.1720698752086667
5013,9496,39810,484,0.008053738519731624
5013,9496,39805,484,0.014440842450759224
5013,9496,39553,484,0.15579585499737003
5013,9496,39548,484,0.03700016846836319
5013,9496,38788,484,0.04554972195911119
5013,9496,38792,484,0.013039865198073628
5013,9496,38283,484,0.01739082151627568
5013,9496,38281,484,0.024490494257087974
5013,9496,38028,484,0.008692071509710672
5013,9496,40817,484,0.017566099399057865
5013,9496,39292,484,0.014225307488807593
5013,9496,39293,484,0.034581217112692096
5013,9496,38279,484,0.0816871555443323
5013,9496,39811,484,0.08053129365979873
5013,9496,38288,484,0.03294153921583186
5013,9496,39557,484,0.020697295050981317
5013,9496,39048,484,0.048531288932775404
5013,9496,39303,484,0.07216828976013752
5013,9496,39301,484,0.1005470597504355
5014,9496,41083,486,0.4515797199878815
5014,9496,41085,486,0.35817118219808
5014,9496,41086,486,0.19024909781403868
5015,9496,41852,487,0.1686074265547155
5015,9496,41344,487,0.7798522723131546
5015,9496,41346,487,0.031194089271912258
5015,9496,40842,487,0.020346211860217702
5016,9496,44628,488,0.12632882004062948
5016,9496,44871,488,0.5386093326296114
5016,9496,45637,488,0.09237150054597834
5016,9496,43362,488,0.17540702492627436
5016,9496,43868,488,0.06728332185750648
5017,9496,43101,489,1.0
5018,9496,43850,490,0.08040377511941631
5018,9496,43087,490,0.3150128917544879
5018,9496,41570,490,0.5006383259790618
5018,9496,41571,490,0.1039450071470341
5019,9496,42336,493,1.0
5020,9496,41332,495,0.0387827131713832
5020,9496,40572,495,0.7414009182179023
5020,9496,39812,495,0.21981636861071446
5021,9496,36503,496,0.10712969320532659
5021,9496,36758,496,0.15793470264939583
5021,9496,36000,496,0.3458177994846602
5021,9496,35749,496,0.2978643206829053
5021,9496,37513,496,0.04794740185596826
5021,9496,36508,496,0.011903299245036289
5021,9496,35496,496,0.03140278287670758
5022,9496,33740,498,0.15602131016476972
5022,9496,34742,498,0.8439786898352304
5023,9496,33217,500,0.005220511094560585
5023,9496,32454,500,0.031055683295363352
5023,9496,32204,500,0.02778280128919489
5023,9496,31443,500,0.11974252058882781
5023,9496,32452,500,0.07984151227933525
5023,9496,31949,500,0.06390272609418146
5023,9496,30936,500,0.06757153359333709
5023,9496,31191,500,0.006401878161401369
5023,9496,31441,500,0.015274670094105729
5023,9496,33978,500,0.15430800353884025
5023,9496,31190,500,0.042769162403176374
5023,9496,33723,500,0.34139021192572355
5023,9496,31189,500,0.04473878564195216
5024,9496,33721,501,0.01267808667386269
5024,9496,34477,501,0.027446911341131225
5024,9496,34228,501,0.03462400356635272
5024,9496,33973,501,0.25255254987772235
5024,9496,33971,501,0.001988039630294472
5024,9496,33717,501,0.5419058092401953
5024,9496,34976,501,0.031406913474926273
5024,9496,34209,501,0.02789036719598342
5024,9496,37240,501,0.027758850466794476
5024,9496,33457,501,0.025020873312395844
5024,9496,33710,501,0.01672759522034117
5025,9496,29671,502,0.7911546643917421
5025,9496,29925,502,0.20884533560825796
5026,9496,29914,503,0.009199815745793616
5026,9496,30927,503,0.04054134616159284
5026,9496,30168,503,0.029906215785968075
5026,9496,30160,503,0.04760568200130173
5026,9496,33687,503,0.12245329329262927
5026,9496,32939,503,0.05611290866456827
5026,9496,33195,503,0.031788100967612566
5026,9496,31934,503,0.12631729116186644
5026,9496,31429,503,0.007484168018781324
5026,9496,31682,503,0.07664730792122028
5026,9496,29412,503,0.023126995196726827
5026,9496,31176,503,0.048926033663195
5026,9496,29160,503,0.37989084141874385
5027,9496,28656,504,0.3539755085797497
5027,9496,28152,504,0.37724842119260066
5027,9496,28657,504,0.2687760702276497
5028,9496,26886,505,1.0
5029,9496,29158,506,1.0
5030,9496,27131,507,0.17192909377308704
5030,9496,26122,507,0.12616937290320682
5030,9496,25619,507,0.008554737114117233
5030,9496,27637,507,0.693346796209589
5031,9496,26384,508,0.3900363709753136
5031,9496,25883,508,0.22694578855404496
5031,9496,24867,508,0.3830178404706415
5032,9496,26117,509,1.0
5033,9496,25613,511,1.0
5034,9496,28903,512,0.23797181276549972
5034,9496,27632,512,0.0491656218338031
5034,9496,29900,512,0.3336240684413009
5034,9496,29153,512,0.20467189500634522
5034,9496,28646,512,0.05257129880691629
5034,9496,28647,512,0.12199530314613469
5035,9496,23842,514,0.09511860640122642
5035,9496,23335,514,0.9048813935987736
5036,9496,20296,520,0.6047244094488189
5036,9496,20299,520,0.08031496062992127
5036,9496,20297,520,0.31496062992125984
5037,9496,20045,521,0.21512542226991652
5037,9496,20301,521,0.5076204251424116
5037,9496,20302,521,0.0780887808575181
5037,9496,19294,521,0.19916537173015392
5038,9496,18508,523,0.19048663292242093
5038,9496,18763,523,0.15172033175735025
5038,9496,16986,523,0.028085200239857736
5038,9496,20526,523,0.020806065346722778
5038,9496,19024,523,0.07962960839480747
5038,9496,19786,523,0.2762248514262686
5038,9496,18773,523,0.01613418705848304
5038,9496,19783,523,0.23691312285408916
5039,9496,19787,524,0.09402231985032419
5039,9496,19026,524,0.40270693870164626
5039,9496,17509,524,0.22059517049560315
5039,9496,17255,524,0.22553316173373428
5039,9496,16237,524,0.05714240921869205
5040,9496,15487,525,0.030542905891092386
5040,9496,13974,525,0.2071268558673444
5040,9496,13722,525,0.04946967695409571
5040,9496,14735,525,0.035231138352088597
5040,9496,13975,525,0.03074919430327782
5040,9496,14978,525,0.01012289123339596
5040,9496,14725,525,0.02649650612040204
5040,9496,14981,525,0.03753382713327085
5040,9496,15491,525,0.0508573064458773
5040,9496,15486,525,0.0538474197443119
5040,9496,15741,525,0.0910019603948979
5040,9496,14479,525,0.11766467965943543
5040,9496,16500,525,0.015059691978045403
5040,9496,16756,525,0.09789426939122478
5040,9496,18020,525,0.050599691912356394
5040,9496,18023,525,0.018766913566635426
5040,9496,16243,525,0.027757531134947378
5040,9496,17763,525,0.04927753991730039
5041,9496,18782,526,1.0
5042,9496,13971,527,0.8669857201691037
5042,9496,14727,527,0.13301427983089623
5043,9496,12459,528,0.030832216511267715
5043,9496,12458,528,0.20678901362188412
5043,9496,11701,528,0.03999247778469206
5043,9496,11955,528,0.014619891642988846
5043,9496,12460,528,0.042161881060748474
5043,9496,11699,528,0.14101286529350276
5043,9496,11954,528,0.012922097774770784
5043,9496,12213,528,0.02122242335272574
5043,9496,13219,528,0.010488648038931996
5043,9496,13734,528,0.008111681814819617
5043,9496,13474,528,0.07677801159608336
5043,9496,12714,528,0.003755973719441681
5043,9496,11446,528,0.060041879059263684
5043,9496,10687,528,0.08544477838828793
5043,9496,11447,528,0.03199191078319282
5043,9496,11700,528,0.07678455563957379
5043,9496,12461,528,0.02744766753619196
5043,9496,11952,528,0.1096020263816325
5044,9496,10935,529,0.0032155088961365054
5044,9496,8402,529,0.15912538103117627
5044,9496,12194,529,0.013203885245034396
5044,9496,11440,529,0.04091311977057895
5044,9496,13208,529,0.01915072169353182
5044,9496,9166,529,0.014379105267387452
5044,9496,9411,529,0.024705761994974713
5044,9496,9163,529,0.09102376253465551
5044,9496,9923,529,0.027703852850256786
5044,9496,9671,529,0.03715578826331108
5044,9496,9669,529,0.039636645128821216
5044,9496,10429,529,0.04072546152477898
5044,9496,10430,529,0.014969988754994425
5044,9496,10178,529,0.01614642067931968
5044,9496,9672,529,0.00893977221361146
5044,9496,10179,529,0.0158363969189664
5044,9496,12196,529,0.01683911237713591
5044,9496,11691,529,0.27369255278397003
5044,9496,9926,529,0.01780676001028451
5044,9496,10432,529,0.03453801150039453
5044,9496,10680,529,0.09029199056067937
5045,9496,12700,530,1.0
5046,9496,10665,532,0.19468400727704935
5046,9496,10919,532,0.16182306610293223
5046,9496,10914,532,0.08911630596371328
5046,9496,12948,532,0.09035855813846655
5046,9496,13200,532,0.19310963845492043
5046,9496,12438,532,0.04087870444576786
5046,9496,12184,532,0.05615094729129957
5046,9496,11680,532,0.11082900184156726
5046,9496,8645,532,0.05312423184472616
5046,9496,10158,532,0.009925538639557264
5047,9496,8148,534,1.0
5048,9496,7385,535,0.5706164815528755
5048,9496,7643,535,0.07944457249396109
5048,9496,6628,535,0.04662579928341623
5048,9496,7378,535,0.11970236884646775
5048,9496,5870,535,0.07983077296664318
5048,9496,5616,535,0.10378000485663613
5049,9496,12482,536,1.0
5050,9496,13498,537,0.055168040583386174
5050,9496,14252,537,0.12637014222302742
5050,9496,12486,537,0.414802065404475
5050,9496,12997,537,0.40365975178911134
5051,9496,13490,538,0.014517779142998738
5051,9496,11976,538,0.01559011510242478
5051,9496,11217,538,0.010475897449777498
5051,9496,13485,538,0.02425129015932744
5051,9496,11220,538,0.052063600298858315
5051,9496,10713,538,0.016579963680356514
5051,9496,10710,538,0.32490920727461065
5051,9496,10462,538,0.4521133379703186
5051,9496,10714,538,0.08949880892132744
5052,9496,11734,539,1.0
5053,9496,9948,540,0.13115216267524812
5053,9496,10205,540,0.08579774494442954
5053,9496,9950,540,0.11193424836335125
5053,9496,9448,540,0.16180340883512628
5053,9496,9701,540,0.008032129313946597
5053,9496,9703,540,0.004787551413746416
5053,9496,9449,540,0.003586777943144914
5053,9496,8943,540,0.03504929155176697
5053,9496,9956,540,0.25191678302832504
5053,9496,8689,540,0.08838661307041233
5053,9496,9444,540,0.06572272663471893
5053,9496,9695,540,0.04721706646281418
5053,9496,8192,540,0.004613495762969326
5054,9496,7421,541,0.018991836251421246
5054,9496,8931,541,0.7659121814458633
5054,9496,8428,541,0.033832762184418094
5054,9496,7926,541,0.01484092593299684
5054,9496,8682,541,0.1664222941853004
5055,9496,5405,542,0.02568954449252417
5055,9496,7417,542,0.2471334180180825
5055,9496,7424,542,0.33242270573326277
5055,9496,5912,542,0.0342184732640422
5055,9496,7164,542,0.05826388690904482
5055,9496,6162,542,0.21753906276269466
5055,9496,6661,542,0.06027646246346572
5055,9496,6913,542,0.02445644635688301
5056,9496,5893,544,0.09477538774190451
5056,9496,6908,544,0.02709628537867191
5056,9496,6656,544,0.12109822982680704
5056,9496,6657,544,0.031637105051169984
5056,9496,6652,544,0.09021278604250434
5056,9496,6904,544,0.12082543765164237
5056,9496,6146,544,0.007747862461511017
5056,9496,6402,544,0.11551460540377857
5056,9496,7411,544,0.058457045900837834
5056,9496,5895,544,0.08987061066795053
5056,9496,6403,544,0.026641772674669464
5056,9496,6152,544,0.03917936314114958
5056,9496,5897,544,0.07656111458677334
5056,9496,5891,544,0.08957616424799579
5056,9496,6387,544,0.010806229222633787
5057,9496,2593,545,0.021563753782667634
5057,9496,5900,545,0.09462730589856232
5057,9496,4887,545,0.4253123710089029
5057,9496,4884,545,0.09522083086890387
5057,9496,5134,545,0.24904502001270307
5057,9496,4631,545,0.035000259454064694
5057,9496,4627,545,0.07923045897419546
5058,9496,5645,546,0.17893315327481432
5058,9496,5901,546,0.16542876434841322
5058,9496,5145,546,0.05685347738014855
5058,9496,5650,546,0.5987846049966239
5059,9496,5830,547,0.8211143695014662
5059,9496,8373,547,0.1788856304985337
5060,9496,28163,548,0.3549460451049245
5060,9496,28418,548,0.5007933288958875
5060,9496,26899,548,0.14426062599918799
5061,9496,18323,549,0.09007735188125313
5061,9496,17290,549,0.23357725408739766
5061,9496,15522,549,0.16293706155135268
5061,9496,18554,549,0.12976773116411303
5061,9496,18548,549,0.10765484423928658
5061,9496,17535,549,0.275985757076597
5062,9496,97559,550,0.07871870385121867
5062,9496,97306,550,0.9212812961487813
5063,9496,93258,552,0.027304207414538813
5063,9496,91992,552,0.06127966759193941
5063,9496,92245,552,0.19374644682179523
5063,9496,93764,552,0.013445253651098657
5063,9496,95035,552,0.0180993799149405
5063,9496,95034,552,0.016237729409403764
5063,9496,95791,552,0.006835282010756594
5063,9496,96301,552,0.1058038037313379
5063,9496,91994,552,0.031337783509868405
5063,9496,94522,552,0.07353519496870112
5063,9496,91739,552,0.2484210955912615
5063,9496,97060,552,0.018823355111538122
5063,9496,96807,552,0.18513080027281997
5064,9496,95535,553,0.2112112112112112
5064,9496,96030,553,0.7887887887887888
5065,9496,90214,554,0.13619260278350406
5065,9496,92236,554,0.03411743418049464
5065,9496,91478,554,0.056435690471487054
5065,9496,91479,554,0.03273100885069963
5065,9496,91731,554,0.08036798524736422
5065,9496,90719,554,0.032156439611384216
5065,9496,92982,554,0.10479817459614496
5065,9496,91972,554,0.2082641493511822
5065,9496,91737,554,0.009572917910350861
5065,9496,92481,554,0.019573979025617586
5065,9496,92493,554,0.008350054119478971
5065,9496,91718,554,0.14526663486339603
5065,9496,90466,554,0.12755529219402786
5065,9496,91477,554,0.004617636794867701
5066,9496,89959,555,0.03099812463090474
5066,9496,90465,555,0.14772422169067645
5066,9496,88686,555,0.053026579155845556
5066,9496,90203,555,0.12992407169217116
5066,9496,91220,555,0.057247600382181525
5066,9496,90964,555,0.3746246760755134
5066,9496,90713,555,0.06482062111665149
5066,9496,91470,555,0.119375756557314
5066,9496,90969,555,0.022258348698741565
5067,9496,89436,556,0.7789003192437698
5067,9496,90705,556,0.2210996807562303
5068,9496,89459,557,0.10458506410422155
5068,9496,89960,557,0.11209016760916904
5068,9496,90218,557,0.22392486754264865
5068,9496,89965,557,0.11255913278851645
5068,9496,89203,557,0.22276420243806397
5068,9496,89208,557,0.038893926847887374
5068,9496,89454,557,0.1780764958283865
5068,9496,89707,557,0.00710614284110634
5069,9496,87690,559,1.0
5070,9496,82379,561,0.05961256812153622
5070,9496,81864,561,0.23762395089332622
5070,9496,81116,561,0.14509706455210405
5070,9496,83386,561,0.1506734519236059
5070,9496,83391,561,0.40699296450942757
5071,9496,81366,569,0.23889827935180946
5071,9496,80351,569,0.6575995835330272
5071,9496,81110,569,0.10350213711516339
5072,9496,77313,573,1.0
5073,9496,74764,574,0.017809085553401195
5073,9496,76552,574,0.0762510847787677
5073,9496,76044,574,0.34452264536425153
5073,9496,75538,574,0.0021089385702711327
5073,9496,74779,574,0.010587531295249687
5073,9496,75792,574,0.22144643830649638
5073,9496,76296,574,0.10779137897008711
5073,9496,76549,574,0.01725558457525303
5073,9496,76033,574,0.01056706962537617
5073,9496,75282,574,0.19166024296084616
5074,9496,74019,575,1.0
5075,9496,69976,579,0.03151159566193401
5075,9496,70229,579,0.01703893073226006
5075,9496,71242,579,0.3947036158130294
5075,9496,69978,579,0.012676255527641634
5075,9496,70731,579,0.05422582240223683
5075,9496,70734,579,0.024457481944797587
5075,9496,70227,579,0.0205595423664254
5075,9496,70225,579,0.04953315902733385
5075,9496,69719,579,0.2921217424435696
5075,9496,69971,579,0.05475858438198209
5075,9496,71239,579,0.04841326969878953
5076,9496,72236,580,1.0
5077,9496,69207,581,0.4541825177087612
5077,9496,70213,581,0.08400968131278436
5077,9496,68448,581,0.18848325935560595
5077,9496,68451,581,0.2733245416228483
5078,9496,69198,582,0.32093061067376955
5078,9496,69704,582,0.39641711834951887
5078,9496,69703,582,0.28265227097671164
5079,9496,71437,583,0.39255072780005185
5079,9496,71465,583,0.11514468414903746
5079,9496,69414,583,0.1029684646758059
5079,9496,69954,583,0.15922156082402553
5079,9496,70709,583,0.2301145625510792
5080,9496,65150,585,0.116425138539177
5080,9496,65407,585,0.051327159056794656
5080,9496,64900,585,0.06916694480744211
5080,9496,64897,585,0.6296011203982108
5080,9496,64644,585,0.13347963719837555
5081,9496,64123,588,0.6114542615248075
5081,9496,65142,588,0.23673891427644317
5081,9496,67887,588,0.15180682419874933
5082,9496,63381,589,0.6617142402986603
5082,9496,64646,589,0.33828575970133956
5083,9496,53493,590,0.42942080206877437
5083,9496,51975,590,0.5705791979312256
5084,9496,52739,591,0.5074504529946697
5084,9496,53246,591,0.4925495470053302
5085,9496,57803,595,1.0
5086,9496,59324,596,0.8979180289727536
5086,9496,61091,596,0.10208197102724637
5087,9496,59573,599,0.22484936835544767
5087,9496,59571,599,0.06276243066669507
5087,9496,60076,599,0.31410820253473337
5087,9496,59824,599,0.1393549056124786
5087,9496,60328,599,0.23154054171428065
5087,9496,60326,599,0.027384551116364595
5088,9496,69979,609,0.027725060168258583
5088,9496,69474,609,0.044194128127039684
5088,9496,69473,609,0.016831326051058592
5088,9496,69220,609,0.9112494856536432
5089,9496,70494,613,0.737938597295874
5089,9496,70241,613,0.2620614027041261
5090,9496,60861,614,0.004146326779572575
5090,9496,56551,614,0.010863643603827015
5090,9496,59087,614,0.07853759235958306
5090,9496,56819,614,0.4583909853870367
5090,9496,59342,614,0.26963698524174384
5090,9496,55815,614,0.053458978123862556
5090,9496,59850,614,0.1010388358913924
5090,9496,60611,614,0.023926652612981963
5091,9496,62128,615,1.0
5092,9496,64914,617,0.41302571654232156
5092,9496,62659,617,0.0030386112524117947
5092,9496,56095,617,0.07191530732642012
5092,9496,64671,617,0.06260038376947383
5092,9496,62400,617,0.00830975733728963
5092,9496,62657,617,0.32550791818483715
5092,9496,62141,617,0.0421237174804942
5092,9496,62652,617,0.025955167979435506
5092,9496,64925,617,0.04390834741185137
5092,9496,64927,617,0.003615072715464821
5093,9496,66200,618,0.20351314518729732
5093,9496,66451,618,0.044635868962631824
5093,9496,65684,618,0.22773915126952624
5093,9496,65181,618,0.11661488024256993
5093,9496,66700,618,0.2955436186426853
5093,9496,66195,618,0.013105298736121554
5093,9496,65940,618,0.09884803695916791
5094,9496,65952,619,0.10815651798242598
5094,9496,58631,619,0.01164754588941321
5094,9496,66961,619,0.1950520270682213
5094,9496,67215,619,0.4046711200615593
5094,9496,63443,619,0.03721475891215959
5094,9496,66706,619,0.2432580300862206
5095,9496,68482,620,0.8975839711381685
5095,9496,68228,620,0.10241602886183154
5096,9496,70754,622,0.31868408706081136
5096,9496,71009,622,0.6813159129391886
5097,9496,73050,625,0.11020173755240541
5097,9496,72544,625,0.055191452599929046
5097,9496,72798,625,0.06645050893031457
5097,9496,72294,625,0.030712210875139624
5097,9496,71022,625,0.01092790761478595
5097,9496,70770,625,0.19150200559725586
5097,9496,72790,625,0.06402208501591769
5097,9496,72541,625,0.40840498456593227
5097,9496,72037,625,0.06258710724831955
5098,9496,72026,626,0.1691392240787586
5098,9496,73801,626,0.7858349840647892
5098,9496,73294,626,0.045025791856452155
5099,9496,77891,627,0.20669335221021345
5099,9496,78393,627,0.10321825841545729
5099,9496,76878,627,0.21381449202449984
5099,9496,77890,627,0.04842007291474822
5099,9496,77132,627,0.02957170442446315
5099,9496,78137,627,0.3982821200106179
5100,9496,66751,628,0.007996716676293892
5100,9496,69533,628,0.016033890861680902
5100,9496,71808,628,0.07972981333842775
5100,9496,72560,628,0.05770827826517151
5100,9496,68773,628,0.020490703419775137
5100,9496,71797,628,0.18688116307043737
5100,9496,71047,628,0.04643675072486924
5100,9496,71803,628,0.35350300631162057
5100,9496,72307,628,0.05567335063747709
5100,9496,71287,628,0.15560934849610655
5100,9496,70788,628,0.019936978198139898
5101,9496,72570,629,0.09739978845000925
5101,9496,72061,629,0.02633201842898287
5101,9496,72317,629,0.4843404517425189
5101,9496,71815,629,0.1554642673331617
5101,9496,71053,629,0.13922368487711212
5101,9496,72824,629,0.09723978916821517
5102,9496,77378,630,0.16540969219081378
5102,9496,76620,630,0.1285326396028185
5102,9496,77122,630,0.010561901028676043
5102,9496,76361,630,0.048306596556022395
5102,9496,77114,630,0.016946736140761583
5102,9496,77377,630,0.1935746902839105
5102,9496,74844,630,0.1401089311919303
5102,9496,74590,630,0.08558526060829898
5102,9496,73838,630,0.010476955801842061
5102,9496,73835,630,0.2004965965949258
5103,9496,74312,632,0.012052875835703653
5103,9496,74314,632,0.027992871250243592
5103,9496,74317,632,0.3853440296593002
5103,9496,74567,632,0.004220402591734964
5103,9496,74819,632,0.03850163193824135
5103,9496,75326,632,0.01625769406007426
5103,9496,75076,632,0.02460151096581894
5103,9496,75321,632,0.04263954021374373
5103,9496,74817,632,0.15077463894063126
5103,9496,75068,632,0.05648779576340519
5103,9496,74315,632,0.20424132124902844
5103,9496,74058,632,0.03688568753207428
5104,9496,75836,634,0.33054882590296697
5104,9496,75329,634,0.041626100646985985
5104,9496,76083,634,0.01522207722628802
5104,9496,77603,634,0.2444869308014242
5104,9496,77093,634,0.0814846527975937
5104,9496,76841,634,0.057995354892835235
5104,9496,77096,634,0.21984532155282235
5104,9496,76846,634,0.008790736179083578
5105,9496,83361,637,1.0
5106,9496,83331,640,0.10781428052032765
5106,9496,80031,640,0.2984185221949053
5106,9496,76477,640,0.07865452368764601
5106,9496,70924,640,0.515112673597121
5107,9496,63346,641,0.02466439945293466
5107,9496,63597,641,0.018774918723216034
5107,9496,63091,641,0.03175626476193736
5107,9496,55504,641,0.04803305596361491
5107,9496,52440,641,0.00916106265394716
5107,9496,56244,641,0.09883851302628248
5107,9496,58035,641,0.01370992467227491
5107,9496,54483,641,0.057007949284163376
5107,9496,56756,641,0.31844480182566753
5107,9496,59269,641,0.005915892068336153
5107,9496,57256,641,0.24350067506348982
5107,9496,62813,641,0.0656310300715845
5107,9496,56497,641,0.06456151243255123
